acousticness,billboard_artist,billboard_df_index,billboard_name,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.627,sam cooke,79.0,wonderful world,0.691,125440.0,0.507,0.0,2g2GkH3vZHk4lWzBjgQ6nY,0.0,11.0,0.457,-10.23,1.0,72.0,2000-09-26,0.0343,The Man Who Invented Soul,Sam Cooke,(What A) Wonderful World,128.518,4.0,audio_features,spotify:track:2g2GkH3vZHk4lWzBjgQ6nY,0.885
0.627,lloyd price,81.0,lady luck,0.628,138733.0,0.613,0.0,2MWxpIwgwY4wc4tFs6NyhS,0.0,5.0,0.249,-6.434,1.0,25.0,1994-01-01,0.032,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,Lloyd Price,Lady Luck,122.256,4.0,audio_features,spotify:track:2MWxpIwgwY4wc4tFs6NyhS,0.745
0.768,the crests,82.0,step by step,0.416,151867.0,0.511,0.0,6YeFtNlsTd5YCXFLj0Ub3E,0.0,0.0,0.255,-12.269,1.0,24.0,1993,0.0873,For Collectors Only,Johnny Maestro,Step By Step - Stereo,200.293,4.0,audio_features,spotify:track:6YeFtNlsTd5YCXFLj0Ub3E,0.938
0.809,paul evans,83.0,happy go lucky me,0.717,117253.0,0.545,0.0,6jZxxO0ZNb8fakRXryav4y,0.0554,9.0,0.243,-10.97,1.0,29.0,2014-03-13,0.048,Seven Little Girls Sitting in the Back Seat / Happy-Go-Lucky Me,Paul Evans,Happy-Go-Lucky-Me,93.888,4.0,audio_features,spotify:track:6jZxxO0ZNb8fakRXryav4y,0.962
0.758,ricky nelson,84.0,young emotions,0.396,155733.0,0.338,0.0,3ljxJJMhgENqETmeqlIILC,2.62e-06,7.0,0.117,-9.145,0.0,24.0,2008,0.0341,Greatest Love Songs,Ricky Nelson,Young Emotions,116.543,3.0,audio_features,spotify:track:3ljxJJMhgENqETmeqlIILC,0.375
0.796,johnny burnette,85.0,dreamin,0.507,141493.0,0.454,0.0,3e6DgJHco44VZekE9wz8Wh,1.09e-05,9.0,0.352,-9.838,1.0,30.0,1960-09-24,0.0545,Dreamin',Johnny Burnette,Dreamin',75.17,4.0,audio_features,spotify:track:3e6DgJHco44VZekE9wz8Wh,0.746
0.433,johnny tillotson,86.0,poetry in motion,0.477,154467.0,0.703,0.0,5zMOnpgoSb9akRw5YlYeAs,0.0,8.0,0.0908,-7.332,1.0,42.0,2001-04-02,0.0326,25 All-Time Greatest Hits,Johnny Tillotson,Poetry In Motion,135.342,4.0,audio_features,spotify:track:5zMOnpgoSb9akRw5YlYeAs,0.875
0.237,annette funicello,87.0,o dio mio,0.378,171427.0,0.439,0.0,6kFmfcqpy1ok5wfls2yCtZ,7.85e-06,5.0,0.098,-7.935,1.0,8.0,1960-01-01,0.0303,Italiannette,Annette Funicello,O Dio Mio,115.626,4.0,audio_features,spotify:track:6kFmfcqpy1ok5wfls2yCtZ,0.422
0.797,joe jones,88.0,you talk too much,0.719,152707.0,0.639,0.0,6j4cO3gMhTuG9GTmdUX7op,1.43e-05,8.0,0.075,-9.229,1.0,22.0,2010-07-01,0.0376,You Talk Too Much - The Best Of,Joe Jones,You Talk Too Much,128.272,1.0,audio_features,spotify:track:6j4cO3gMhTuG9GTmdUX7op,0.727
0.324,johnny and the hurricanes,89.0,beatnik fly,0.585,134773.0,0.809,0.0,0h4nQ06w2rihvjuMBnJSxL,0.883,5.0,0.12,-9.436,1.0,7.0,1961-01-01,0.0328,The Big Sound of Johnny And The Hurricanes,Johnny & The Hurricanes,Beatnik Fly,88.94,4.0,audio_features,spotify:track:0h4nQ06w2rihvjuMBnJSxL,0.943
0.184,the everly brothers,90.0,when will i be loved,0.585,127400.0,0.472,0.0,0h60zvBFim3Lf43TjhwjkC,0.0,11.0,0.244,-10.553,1.0,25.0,2016-01-15,0.0283,Rock & Roll,The Everly Brothers,When Will I Be Loved',118.179,4.0,audio_features,spotify:track:0h60zvBFim3Lf43TjhwjkC,0.848
0.344,bob luman,91.0,lets think about livin,0.71,116573.0,0.758,0.0,1QJ8HpFmzKIdgX35yvmu7I,0.0,2.0,0.22,-10.321,1.0,1.0,2010-04-20,0.0508,Country Superstars Vol. 1,Bob Luman,Let's Think About Livin',98.428,4.0,audio_features,spotify:track:1QJ8HpFmzKIdgX35yvmu7I,0.953
0.463,guy mitchell,92.0,heartaches by the number,0.584,154296.0,0.589,0.0,0mmveflIg5uKskiCOdRV3e,1.53e-05,5.0,0.069,-11.203,1.0,45.0,1995-01-01,0.0718,20 Greatest Hits,Guy Mitchell,Heartaches By The Number,172.484,4.0,audio_features,spotify:track:0mmveflIg5uKskiCOdRV3e,0.842
0.727,anita bryant,93.0,my little corner of the world,0.532,150280.0,0.293,0.0,1NAvZNIUfC79QACBJ7qhK0,2.92e-06,9.0,0.143,-11.052,0.0,17.0,2014-02-15,0.0296,On Rute 66,Anita Bryant,In My Little Corner of the World,113.421,4.0,audio_features,spotify:track:1NAvZNIUfC79QACBJ7qhK0,0.422
0.938,jackie wilson,94.0,doggin around,0.541,173027.0,0.366,0.0,0T7jzjQENOkhRNwkfGbTO7,0.445,5.0,0.107,-9.19,1.0,27.0,2006,0.0252,The Ultimate Jackie Wilson,Jackie Wilson,Doggin' Around,94.809,3.0,audio_features,spotify:track:0T7jzjQENOkhRNwkfGbTO7,0.425
0.614,bobby rydell,95.0,little bitty girl,0.596,145360.0,0.627,0.0,0ZqhPLdc7yEv6iADB7no3F,0.0,1.0,0.14,-6.117,1.0,24.0,2005-10-18,0.0395,Cameo Parkway - The Best Of Bobby Rydell (Original Hit Recordings),Bobby Rydell,Little Bitty Girl,121.156,4.0,audio_features,spotify:track:0ZqhPLdc7yEv6iADB7no3F,0.838
0.27,barrett strong,96.0,money thats what i want,0.642,157947.0,0.924,0.0,5ygqNg50ux6hm9YEbkriWS,0.0,5.0,0.166,-3.094,1.0,44.0,2004-01-01,0.0348,Money (That's What I Want) - MotownSelect.com,Barrett Strong,Money (That's What I Want) - Single Version / Mono,132.374,4.0,audio_features,spotify:track:5ygqNg50ux6hm9YEbkriWS,0.937
0.842,maurice williams and the zodiacs,97.0,stay,0.555,94907.0,0.404,0.0,5R2DZitRTDYtrkCoJiddct,0.0,7.0,0.218,-14.187,0.0,56.0,1987-09-24,0.0621,Dirty Dancing (Original Motion Picture Soundtrack),Maurice Williams & The Zodiacs,Stay,120.509,4.0,audio_features,spotify:track:5R2DZitRTDYtrkCoJiddct,0.736
0.872,charlie rich,98.0,lonely weekends,0.612,126960.0,0.831,0.0,0VcE7se5KgHevmsaCs2bqF,0.00435,5.0,0.102,-10.373,1.0,23.0,1997-01-28,0.0507,The Essential Charlie Rich,Charlie Rich,Lonely Weekends,90.914,4.0,audio_features,spotify:track:0VcE7se5KgHevmsaCs2bqF,0.468
0.47,larry hall,99.0,sandy,0.633,145027.0,0.484,0.0,7Mnth7IFDPv3i2B6xeNItE,0.000141,0.0,0.1,-8.507,1.0,9.0,2017-02-10,0.0269,Rubber Biscuit: Essential ‘50s Hits,Larry Hall,Sandy,80.543,4.0,audio_features,spotify:track:7Mnth7IFDPv3i2B6xeNItE,0.814
0.225,bobby lewis,100.0,tossin and turnin,0.569,159640.0,0.722,0.0,79s3pSe1u6ggQBEwVPm58Z,0.0,0.0,0.108,-8.914,1.0,36.0,2005,0.0393,Tossin' and Turnin',Bobby Lewis,Tossin' And Turnin',142.736,4.0,audio_features,spotify:track:79s3pSe1u6ggQBEwVPm58Z,0.965
0.929,patsy cline,101.0,i fall to pieces,0.54,171333.0,0.0635,0.0,21mFXNIvNkAz6ztV7EW7Du,1.55e-06,10.0,0.111,-20.014,1.0,45.0,1988-01-01,0.0375,Patsy Cline Showcase With The Jordanaires,Patsy Cline,I Fall To Pieces - Single Version,111.553,4.0,audio_features,spotify:track:21mFXNIvNkAz6ztV7EW7Du,0.523
0.86,the highwaymen,102.0,michael,0.48,289228.0,0.237,0.0,5pgq6Pzyr8iF2Rs7vzC1nd,0.128,0.0,0.945,-18.666,1.0,2.0,1972,0.375,Hootenanny With The Highwaymen,The Highway Men,Michael/Cotton Fields Medley,103.182,4.0,audio_features,spotify:track:5pgq6Pzyr8iF2Rs7vzC1nd,0.469
0.758,roy orbison,103.0,crying,0.35,166467.0,0.293,0.0,6eLL7QTdMWdhhG4i3jHDR9,8.21e-06,2.0,0.104,-9.502,1.0,58.0,1962,0.0258,Crying,Roy Orbison,Crying,96.685,4.0,audio_features,spotify:track:6eLL7QTdMWdhhG4i3jHDR9,0.162
0.579,del shannon,104.0,runaway,0.618,207507.0,0.726,0.0,0y7VF4SwgGZinlLn6Q7Pld,0.000103,2.0,0.103,-6.115,1.0,17.0,2006-10-30,0.0266,Home And Away,Del Shannon,Runaway '67 - 2006 - Remaster,108.458,4.0,audio_features,spotify:track:0y7VF4SwgGZinlLn6Q7Pld,0.812
0.768,the jive five,105.0,my true story,0.254,155960.0,0.465,0.0,1paWReMsPIqKGEOxdlHT2D,0.0,3.0,0.315,-7.421,1.0,39.0,2009-09-18,0.0325,Collectors Gold Series,The Jive Five,My True Story,183.362,3.0,audio_features,spotify:track:1paWReMsPIqKGEOxdlHT2D,0.642
0.00928,chubby checker,106.0,pony time,0.456,144589.0,0.635,0.0,6iyQO1taeQnGA7XeKTev8Z,4.44e-06,8.0,0.128,-4.594,1.0,29.0,2014-09-30,0.0284,Snapshot: Chubby Checker,Chubby Checker,Pony Time,77.353,4.0,audio_features,spotify:track:6iyQO1taeQnGA7XeKTev8Z,0.897
0.689,the string a longs,107.0,wheels,0.787,116360.0,0.623,0.0,789lq0oHhOa4pHh2y9rjkN,0.0932,0.0,0.144,-8.241,1.0,30.0,2005-09-06,0.0359,The Very Best Of The String-A-Longs,The String-A-Longs,Wheels,128.327,4.0,audio_features,spotify:track:789lq0oHhOa4pHh2y9rjkN,0.869
0.13,dee clark,108.0,raindrops,0.575,174620.0,0.396,0.0,3sUrRx5olZ46KT6JWqG4EI,1.14e-06,8.0,0.288,-14.091,1.0,23.0,1993-01-01,0.0392,Rain Drops,Dee Clark,Raindrops,121.772,4.0,audio_features,spotify:track:3sUrRx5olZ46KT6JWqG4EI,0.74
0.722,joe dowell,109.0,wooden heart,0.845,118427.0,0.446,0.0,2ELAMT68a78OGwhCgj9Kai,0.0465,1.0,0.0986,-9.79,1.0,12.0,2009-01-01,0.0562,The Best Of Joe Dowell,Joe Dowell,Wooden Heart,84.865,4.0,audio_features,spotify:track:2ELAMT68a78OGwhCgj9Kai,0.918
0.833,lawrence welk,110.0,calcutta,0.479,136000.0,0.52,0.0,3eajzrohXKD4WW393kRmDp,0.911,7.0,0.208,-12.423,1.0,33.0,1995-04-16,0.0257,The Best Of Lawrence Welk,Lawrence Welk,Calcutta,82.024,4.0,audio_features,spotify:track:3eajzrohXKD4WW393kRmDp,0.96
0.698,bobby vee,111.0,take good care of my baby,0.491,150867.0,0.431,0.0,1MR7XamWS0XH6vZxeeRdE0,0.0,1.0,0.124,-12.257,1.0,60.0,2011-09-09,0.0609,The Legendary Masters Series,Bobby Vee,Take Good Care Of My Baby - 1990 - Remastered,82.443,4.0,audio_features,spotify:track:1MR7XamWS0XH6vZxeeRdE0,0.661
0.778,roy orbison,112.0,running scared,0.572,132040.0,0.392,0.0,6sbj89WozjblBMa5u41orw,0.000435,9.0,0.15,-10.555,1.0,46.0,1962,0.0325,Crying,Roy Orbison,Running Scared,128.255,3.0,audio_features,spotify:track:6sbj89WozjblBMa5u41orw,0.381
0.825,the shirelles,113.0,dedicated to the one i love,0.383,124547.0,0.296,0.0,2YUf7MK0VW9OESVr32xbYJ,0.0,10.0,0.205,-10.883,1.0,36.0,1975,0.0452,The Best Of The Shirelles,The Shirelles,Dedicated To The One I Love,80.397,4.0,audio_features,spotify:track:2YUf7MK0VW9OESVr32xbYJ,0.504
0.448,the mar keys,114.0,last night,0.723,159173.0,0.565,0.0,7H22uQMwKWl43uagzO4Pnn,0.866,0.0,0.0708,-4.175,1.0,35.0,1961,0.0386,The Last Night!,The Mar-Keys,Last Night,126.588,4.0,audio_features,spotify:track:7H22uQMwKWl43uagzO4Pnn,0.859
0.438,the shirelles,115.0,will you love me tomorrow,0.49,162893.0,0.384,0.0,2kNYcE79Yu778nqdOgBHEb,3.17e-05,0.0,0.539,-11.315,1.0,56.0,1975,0.0275,The Best Of The Shirelles,The Shirelles,Will You Love Me Tomorrow,137.047,4.0,audio_features,spotify:track:2kNYcE79Yu778nqdOgBHEb,0.47
0.857,ferrante and teicher,116.0,exodus,0.477,176760.0,0.231,0.0,4pKUJwmq9mYcs1KNUsqAHH,0.497,2.0,0.0638,-11.842,0.0,35.0,1993-02-09,0.0259,All-Time Great Movie Themes,Ferrante & Teicher,"Exodus (Theme From Otto Preminger's ""Exodus"")",98.226,4.0,audio_features,spotify:track:4pKUJwmq9mYcs1KNUsqAHH,0.246
0.809,connie francis,117.0,where the boys are,0.342,159933.0,0.332,0.0,5IpEB0LvMurfap47V0xXeo,0.0,7.0,0.335,-7.368,1.0,39.0,1997-01-01,0.0293,At Her Best,Connie Francis,Where The Boys Are,108.918,3.0,audio_features,spotify:track:5IpEB0LvMurfap47V0xXeo,0.396
0.888,sue thompson,119.0,sad movies make me cry,0.61,199347.0,0.272,0.0,5PYEBQrRHWoMuRr5Ers9vR,7.11e-06,2.0,0.245,-10.071,1.0,36.0,2011-12-08,0.0286,Essential Sue Thompson,Sue Thompson,Sad Movies Make Me Cry,107.116,4.0,audio_features,spotify:track:5PYEBQrRHWoMuRr5Ers9vR,0.608
0.713,ernie k doe,120.0,mother in law,0.747,153600.0,0.631,0.0,6rN6xdKMu0dWnsKNePZItp,0.00024,7.0,0.303,-8.306,0.0,25.0,2002,0.0409,Finger Poppin' And Stompin' Feet: 20 Classic Allen Toussaint Productions For Minit Records 1960-1962,Ernie K-Doe,Mother-in-Law - 2002 - Remaster,127.416,4.0,audio_features,spotify:track:6rN6xdKMu0dWnsKNePZItp,0.753
0.56,the dovells,121.0,bristol stomp,0.665,138893.0,0.788,0.0,0B1cm1Z7J9v8Wug9idr8T6,0.0,2.0,0.524,-6.146,1.0,30.0,2005-10-18,0.0639,Cameo Parkway - The Best Of The Dovells (Original Hit Recordings),The Dovells,Bristol Stomp,105.62,4.0,audio_features,spotify:track:0B1cm1Z7J9v8Wug9idr8T6,0.907
0.669,ricky nelson,122.0,travelin man,0.741,142933.0,0.363,0.0,2jc4wyf3ys0zKCpxHRjEYx,0.0,2.0,0.117,-12.484,1.0,52.0,1991-03-18,0.0335,"The Best Of Rick Nelson, Vol. 2",Ricky Nelson,Travelin' Man - 1991 Digital Remaster,123.263,4.0,audio_features,spotify:track:2jc4wyf3ys0zKCpxHRjEYx,0.859
0.8,the miracles,123.0,shop around,0.558,170760.0,0.686,0.0,47IRIQxGDe2Sc6F4pe2FMf,0.0,7.0,0.815,-4.495,1.0,42.0,1961-01-01,0.0289,Hi We're The Miracles,The Miracles,Shop Around,132.075,4.0,audio_features,spotify:track:47IRIQxGDe2Sc6F4pe2FMf,0.886
0.487,brook benton,124.0,the boll weevil song,0.786,167079.0,0.262,0.0,72KXKD7XAPrmMxjKVSGJF5,0.0545,5.0,0.104,-15.396,1.0,18.0,2016-03-25,0.132,Brook Benton - The Best of Brook Benton,Brook Benton,The Boll Weevil Song,139.882,4.0,audio_features,spotify:track:72KXKD7XAPrmMxjKVSGJF5,0.902
0.577,gene mcdaniels,125.0,a hundred pounds of clay,0.725,143600.0,0.374,0.0,2WRPCPMu1Qadq0J7Af8aCC,0.0,0.0,0.107,-8.018,1.0,26.0,1995,0.0386,Best Of Gene McDaniels,Gene McDaniels,A Hundred Pounds Of Clay - 1995 Digital Remaster,128.569,4.0,audio_features,spotify:track:2WRPCPMu1Qadq0J7Af8aCC,0.82
0.525,dick and deedee,126.0,the mountains high,0.806,138133.0,0.425,0.0,2boEGV3Zcsh7AMaL3jqBGP,0.0,11.0,0.105,-11.019,1.0,3.0,2008-03-31,0.0354,Dick & DeeDee - Their Very Best,Dick & Dee Dee,The Mountain's High,117.913,4.0,audio_features,spotify:track:2boEGV3Zcsh7AMaL3jqBGP,0.825
0.879,marty robbins,127.0,dont worry,0.648,194160.0,0.165,0.0,0dPfKBYyPmoSfoLJqeKAs4,0.000216,4.0,0.13,-16.446,1.0,34.0,1996-03-12,0.0348,The Story Of My Life: The Best Of Marty Robbins 1952-1965,Marty Robbins,Don't Worry,99.585,4.0,audio_features,spotify:track:0dPfKBYyPmoSfoLJqeKAs4,0.435
0.371,floyd cramer,128.0,on the rebound,0.535,126107.0,0.683,0.0,2vdjYcYAmectRUOiR9Blk3,0.0133,9.0,0.205,-11.677,1.0,28.0,1961,0.0334,On the Rebound,Floyd Cramer,On the Rebound,150.742,4.0,audio_features,spotify:track:2vdjYcYAmectRUOiR9Blk3,0.912
0.97,steve lawrence,129.0,portrait of my love,0.347,173490.0,0.237,0.0,0iwv2DTT8TOEnrKQ4l4P77,0.00918,0.0,0.142,-13.438,1.0,18.0,2009-02-06,0.0295,Portrait Of My Love,Steve Lawrence,Portrait Of My Love,88.885,4.0,audio_features,spotify:track:0iwv2DTT8TOEnrKQ4l4P77,0.254
0.932,gary us bonds,130.0,quarter to three,0.463,150400.0,0.831,0.0,7aHn8rGeEGkDkQiUV0DpW1,0.0755,0.0,0.893,-9.276,0.0,24.0,1998-01-01,0.206,The Very Best Of Gary U.S. Bonds,Gary U.S. Bonds,Quarter To Three,164.964,4.0,audio_features,spotify:track:7aHn8rGeEGkDkQiUV0DpW1,0.898
0.516,barry mann,131.0,who put the bomp in the bomp bomp bomp,0.366,167227.0,0.681,0.0,30txFxKhnMJqUXz0xx0x39,0.0,7.0,0.303,-8.468,1.0,31.0,2011-01-01,0.0672,The Complete Best Of,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp,Bomp)?",169.346,4.0,audio_features,spotify:track:30txFxKhnMJqUXz0xx0x39,0.86
0.456,neil sedaka,132.0,calendar girl,0.707,156533.0,0.643,0.0,1Pg2yx1drvE8uJhMCnIpGN,0.0,1.0,0.281,-7.46,0.0,49.0,2001-07-06,0.0303,The Very Best Of Neil Sedaka,Neil Sedaka,Calendar Girl - Remastered,123.476,4.0,audio_features,spotify:track:1Pg2yx1drvE8uJhMCnIpGN,0.875
0.832,chris kenner,133.0,i like it like that,0.589,117600.0,0.568,0.0,5wIxMTfyrSEx4w1MxaM96c,0.0,5.0,0.272,-11.295,1.0,33.0,1987-08-04,0.0806,Full Metal Jacket (Original Motion Picture Soundtrack),Chris Kenner,I Like It Like That,144.566,4.0,audio_features,spotify:track:5wIxMTfyrSEx4w1MxaM96c,0.777
0.894,jorgen ingmann,134.0,apache,0.644,175520.0,0.492,0.0,0FKNRNN2mcY9dBjenoxbeY,0.922,9.0,0.117,-13.646,0.0,27.0,2007-10-30,0.0468,Atlantic 60th: Instrumental Jams,Jorgen Ingmann,Apache,129.089,4.0,audio_features,spotify:track:0FKNRNN2mcY9dBjenoxbeY,0.248
0.356,johnny tillotson,136.0,without you,0.539,128800.0,0.566,0.0,4Vzh9UegP4JdWU71NLcbnm,0.839,2.0,0.166,-5.665,1.0,17.0,2001-04-02,0.0269,25 All-Time Greatest Hits,Johnny Tillotson,Without You,99.334,3.0,audio_features,spotify:track:4Vzh9UegP4JdWU71NLcbnm,0.719
0.497,ferlin husky,137.0,wings of a dove,0.5,142907.0,0.319,0.0,31vF1iGX0S3Dtv0rQfEksJ,0.0,4.0,0.101,-15.735,1.0,39.0,2013-08-13,0.039,Country Greats,Ferlin Husky,Wings of a Dove,177.489,3.0,audio_features,spotify:track:31vF1iGX0S3Dtv0rQfEksJ,0.646
0.432,elvis presley,138.0,little sister,0.6,151587.0,0.622,0.0,4iEuVk3bKkZcu8vcv7gR4I,0.0,9.0,0.223,-11.936,1.0,51.0,2009-12-08,0.0751,Elvis 75 - Good Rockin' Tonight,Elvis Presley,Little Sister,139.501,4.0,audio_features,spotify:track:4iEuVk3bKkZcu8vcv7gR4I,0.924
0.69,the marcels,139.0,blue moon,0.621,135200.0,0.43,0.0,75ewj77lCHHLKOlyx5KvGw,0.0,7.0,0.075,-11.163,1.0,49.0,1986,0.0343,The Best Of The Marcels,The Marcels,Blue Moon,127.74,4.0,audio_features,spotify:track:75ewj77lCHHLKOlyx5KvGw,0.938
0.937,shep and the limelites,140.0,daddys home,0.429,167987.0,0.263,0.0,64Ac1xoo77GCvnA3aaSuJk,3.11e-06,3.0,0.193,-9.587,0.0,19.0,2006-01-24,0.028,Daddy's Home: The Very Best Of Shep & The Limelites,Shep,Daddy's Home - Single Version,150.269,3.0,audio_features,spotify:track:64Ac1xoo77GCvnA3aaSuJk,0.366
0.712,troy shondell,141.0,this time,0.453,157960.0,0.299,0.0,4dfn4XrQIUAgUU96Ag1Ref,0.0,2.0,0.287,-14.331,1.0,13.0,2013-05-07,0.0299,Troy Shondell,Troy Shondell,This Time,81.169,4.0,audio_features,spotify:track:4dfn4XrQIUAgUU96Ag1Ref,0.341
0.581,clarence frogman henry,142.0,i dont know why but i do,0.66,141200.0,0.555,0.0,09vP5YG4ZEKsVf15XKmavX,0.0,10.0,0.13,-5.329,1.0,39.0,1994-01-01,0.0278,"Ain't Got No Home: The Best Of Clarence ""Frogman"" Henry","Clarence ""Frogman"" Henry",(I Don't Know Why) But I Do,109.847,4.0,audio_features,spotify:track:09vP5YG4ZEKsVf15XKmavX,0.856
0.722,faron young,144.0,hello walls,0.62,146840.0,0.406,0.0,4dim8F8t01qimHOmr6S3Gd,6.73e-06,0.0,0.114,-10.421,1.0,45.0,2000,0.0281,The Complete Capitol Hits Of Faron Young,Faron Young,Hello Walls,101.489,4.0,audio_features,spotify:track:4dim8F8t01qimHOmr6S3Gd,0.695
0.451,dion,145.0,runaround sue,0.364,171600.0,0.607,0.0,1DndHckdH9m5rp6gYP086b,0.0,2.0,0.251,-9.791,1.0,62.0,1961,0.125,Runaround Sue,Dion,Runaround Sue,79.987,4.0,audio_features,spotify:track:1DndHckdH9m5rp6gYP086b,0.598
0.954,arthur lyman,146.0,yellow bird,0.561,164920.0,0.0335,0.0,3KOC0porpfAeFFYuA4d73z,0.86,2.0,0.0949,-29.467,1.0,35.0,1961,0.0513,Yellow Bird,Arthur Lyman,Yellow Bird,119.319,4.0,audio_features,spotify:track:3KOC0porpfAeFFYuA4d73z,0.703
0.707,timi yuro,147.0,hurt,0.493,148467.0,0.244,0.0,6mqfq8EdYoV07TXM2rgPgb,0.000462,5.0,0.121,-11.487,1.0,38.0,1992-11-03,0.0277,The Best of Timi Yuro,Timi Yuro,Hurt,87.044,3.0,audio_features,spotify:track:6mqfq8EdYoV07TXM2rgPgb,0.222
0.158,ricky nelson,148.0,hello mary lou,0.559,139280.0,0.78,0.0,0IMS1Za69G3KHMX4liB2Nr,6.89e-06,9.0,0.0793,-6.597,1.0,53.0,2008,0.0328,Greatest Love Songs,Ricky Nelson,Hello Mary Lou (Goodbye Heart),98.661,4.0,audio_features,spotify:track:0IMS1Za69G3KHMX4liB2Nr,0.964
0.872,the capris,149.0,theres a moon out tonight,0.323,134707.0,0.437,0.0,40aBLJfb6hC7GH2UQOHZYG,0.0,6.0,0.273,-10.658,1.0,42.0,2012-08-23,0.0382,The Original Hit Recording - There's a Moon out tonight,The Capris,There's A Moon Out Tonight,203.491,3.0,audio_features,spotify:track:40aBLJfb6hC7GH2UQOHZYG,0.642
0.736,elvis presley,150.0,surrender,0.354,112360.0,0.536,0.0,366wRPrx2airjcCRkxgoS2,7.12e-06,3.0,0.2,-12.731,1.0,49.0,1963-08-11,0.0404,"Elvis' Golden Records, Vol. 3",Elvis Presley,Surrender,108.618,3.0,audio_features,spotify:track:366wRPrx2airjcCRkxgoS2,0.833
0.944,the paris sisters,151.0,i love how you love me,0.384,123834.0,0.452,0.0,4UEWbycxYnl9KkrCl9nXwH,0.00125,10.0,0.224,-8.894,1.0,37.0,2014-02-06,0.0281,A Doo Wop Valentine - Original Romantic Harmonies,The Paris Sisters,I Love How You Love Me,84.857,3.0,audio_features,spotify:track:4UEWbycxYnl9KkrCl9nXwH,0.453
0.607,lee dorsey,152.0,ya ya,0.758,146053.0,0.557,0.0,2pMwweGkjNLXZkSDZ63LYf,0.000218,5.0,0.193,-10.106,1.0,50.0,2014-08-15,0.0453,The Essential Lee Dorsey,Lee Dorsey,Ya Ya,140.795,4.0,audio_features,spotify:track:2pMwweGkjNLXZkSDZ63LYf,0.887
0.869,gary us bonds,153.0,school is out,0.532,149560.0,0.78,0.0,01GarP7Iim3fsxASclkEFW,5.23e-05,3.0,0.47,-11.255,1.0,12.0,1998-01-01,0.171,The Very Best Of Gary U.S. Bonds,Gary U.S. Bonds,School Is Out,75.944,4.0,audio_features,spotify:track:01GarP7Iim3fsxASclkEFW,0.861
0.00367,bob moore,154.0,mexico,0.798,152053.0,0.47,0.0,0wOVdY0J1quJNSZMD2n2iK,0.885,2.0,0.0588,-12.514,1.0,12.0,2007-06-15,0.0298,Deep Into The Sixties - 20 Rare Grooves,Bob Moore,Mexico,87.499,4.0,audio_features,spotify:track:0wOVdY0J1quJNSZMD2n2iK,0.963
0.752,the everly brothers,156.0,walk right back,0.624,139640.0,0.358,0.0,3NUXLtK8UGdD8TvZ12b4dD,0.0,1.0,0.0593,-13.199,1.0,47.0,1962-06-01,0.0342,The Golden Hits Of The Everly Brothers,The Everly Brothers,Walk Right Back,135.797,4.0,audio_features,spotify:track:3NUXLtK8UGdD8TvZ12b4dD,0.871
0.907,the lettermen,157.0,the way you look tonight,0.185,141507.0,0.334,0.0,3XLSi3aWD9qDCuHvSi5qfY,0.0,4.0,0.0939,-10.572,1.0,23.0,1962-01-01,0.0304,A Song For Young Love,The Lettermen,The Way You Look Tonight,103.153,3.0,audio_features,spotify:track:3XLSi3aWD9qDCuHvSi5qfY,0.15
0.581,pat boone,158.0,moody river,0.616,153587.0,0.728,0.0,3JhwxN5fPtpWh8O4qCBjYO,4.73e-05,5.0,0.102,-7.365,0.0,38.0,1964-01-01,0.0312,The Gold Collection,Pat Boone,Moody River,139.428,4.0,audio_features,spotify:track:3JhwxN5fPtpWh8O4qCBjYO,0.685
0.527,ray charles,159.0,one mint julep,0.771,91373.0,0.537,0.0,2OqI6kgZ5OKfL0BW3nRLZL,0.765,8.0,0.0583,-9.544,1.0,21.0,2013-12-10,0.318,Saving Mr. Banks (Original Motion Picture Soundtrack [Deluxe Edition]),Ray Charles,One Mint Julep,129.19,4.0,audio_features,spotify:track:2OqI6kgZ5OKfL0BW3nRLZL,0.867
0.671,adam wade,160.0,take good care of her,0.473,146933.0,0.463,0.0,0XkuWDNnWDOZbGlZFGWMLO,2.2e-06,11.0,0.106,-8.982,1.0,9.0,2008-06-09,0.0392,Adam Wade - His Very Best,Adam Wade,Take Good Care Of Her,114.324,4.0,audio_features,spotify:track:0XkuWDNnWDOZbGlZFGWMLO,0.41
0.582,carla thomas,161.0,gee whiz look at his eyes,0.228,141840.0,0.358,0.0,68IngNKFxLJQZvTyzYIKIg,2.84e-06,5.0,0.129,-7.161,1.0,29.0,1961,0.0306,Gee Whiz,Carla Thomas,"Gee Whiz, Look At His Eyes",179.652,3.0,audio_features,spotify:track:68IngNKFxLJQZvTyzYIKIg,0.324
0.57,ben e king,162.0,stand by me,0.65,180056.0,0.306,0.0,3SdTKo2uVsxFblQjpScoHy,7.07e-06,9.0,0.0707,-9.443,1.0,78.0,1962-08-20,0.0393,Don't Play That Song (Mono),Ben E. King,Stand By Me,118.068,4.0,audio_features,spotify:track:3SdTKo2uVsxFblQjpScoHy,0.605
